Company,title,location,date_posted,link,role description,role responsibilities,role reqs,final fit,yrs exp req,Description,URL,fit,Unnamed: 8,fit reason,role years experience
Adaptive Computer,AI Engineer,"San Francisco, United States",2025-04-22,https://apply.on.adaptive.ai/,"Job posting page for Adaptive (Adaptive Computer Careers) containing site scripts, styles, and UI elements but no specific role title, description, responsibilities, or requirements were provided in the text.",[],[],5,,Building a computer that's actually personal.,https://techcrunch.com/2025/04/22/adaptive-computer-wants-to-reinvent-the-pc-with-vibe-coding-for-non-programmers/,6.0,,Posting is ambiguous; candidate has ML/data skills but prefers business/strategy roles and shows limited production ML engineering experience.,
Basis,Product - Data Analyst,New York Office,"Oct 20, 2025",https://jobs.ashbyhq.com/basis-ai/8d19cc74-6e83-438d-ae62-271b1c10b71b,"Basis AI is a NYC-based startup building AI agents for accounting. The Agent Data team seeks a Data Quality Analyst to own data quality, validation, and guardrails across ERP integrations and ML workflows so financial datasets are accurate, explainable, and production-ready.","['Own accuracy and trustworthiness of financial data across the platform', 'Prepare and label data for models and automation to enable explainable insights', 'Monitor, validate, and debug ERP integrations, pipelines, and internal systems', 'Detect and resolve data drift, mapping errors, and subtle data issues', 'Define and implement validation suites, automated checks, and release gates', 'Explore accounting data to surface edge cases and opportunities for automation', 'Build and maintain documentation, runbooks, and validation playbooks']","['3–6 years in data analytics, integration, or quality roles (enterprise software, fintech, or accounting systems)', 'Systems thinker able to connect application features, backend data, and user experience', 'Understanding of accounting and finance workflows with hands-on testing experience', 'Interest in how structured financial data supports AI/ML and anomaly detection', 'Builder mindset: automate manual steps and codify checks for continuous improvement', 'Advanced SQL skills for deep data validation and pipeline debugging', 'Programming experience (e.g., Python) for custom validation and transformations', 'Comfort working with AI/ML datasets and defining labeling/validation/explainability standards', 'Familiarity with ERP systems (NetSuite, QuickBooks, Xero) and their data structures', 'Experience with ETL pipelines, API integrations, or data observability tools', 'Background in accounting data reconciliation, audit workflows, or financial data modeling']",4,3.0,AI agents built specifically for accountants.,https://www.getbasis.ai/about,9.0,,"Good SQL/Python and ML/data-quality foundation but lacks 3–6 yrs experience, ERP/accounting domain knowledge, and is less aligned with the candidate’s business/strategy-focused goals.",
Stedi,GTM Engineer,Remote in the USA,"Aug 15, 2025",https://jobs.ashbyhq.com/Stedi/25b34f06-5bf8-486c-97eb-5dd4a954b6cc,"Stedi is a programmable healthcare clearinghouse modernizing EDI/HIPAA exchanges. They seek a GTM Engineer to build and scale go-to-market systems (primarily HubSpot and connected tools) to improve data quality, accelerate deal velocity, enable sales and account teams, and provide visibility into revenue metrics across the full customer lifecycle.","['Define, build, and scale CRM-centric GTM workflows based on ideal customer profile and full revenue lifecycle', 'Design and maintain HubSpot automation for lead routing, deal stage progression, renewal tracking, and post-sales engagement', 'Implement and optimize integrations between HubSpot, billing systems, enrichment tools, and analytics platforms', 'Create automation for data hygiene, enrichment, and deduplication to maintain a single source of truth', 'Partner with GTM leadership to translate process requirements into scalable workflows for sales, marketing, and support', 'Build reporting infrastructure between HubSpot and BI tooling (e.g., Redshift) to track pipeline, bookings, and billed revenue', 'Run targeted automation and personalization experiments for outbound and account-based campaigns and scale successes', 'Continuously refine processes and workflows using AI, automation, and analytics to increase efficiency and accuracy']","['Deep experience designing and managing high-performing HubSpot environments (workflows, reporting, integrations)', 'B2B SaaS growth background (growth, marketing, sales operations, bizops, or similar)', 'Proficiency using AI tools to accelerate copywriting, research, and automation', 'Technical comfort with APIs, enrichment platforms, automation tools, and low-code/no-code builders', 'Experience integrating HubSpot with systems like Apollo, Clay, billing platforms, and analytics tools', 'Data-driven mindset with focus on revenue metrics, pipeline health, and data integrity', 'Self-motivated, resourceful, able to move fast, manage priorities, and communicate proactively']",4,,The only API-first healthcare clearinghouse.,https://www.stedi.com/,8.0,,Strong data/GTM interest and technical skills but lacks explicit HubSpot/B2B SaaS CRM & integrations experience; healthcare preference lowers fit.,
Stedi,Customer Strategy & Operations,Remote in the USA,"Apr 8, 2025",https://jobs.ashbyhq.com/Stedi/60f6fff4-4ea1-4daf-bb16-3a0835dbb400,"Customer Strategy & Operations at Stedi: a customer-facing role at a programmable healthcare clearinghouse that helps customers adopt and operate Stedi’s API and EDI products for eligibility, claims, and remittance processing. The role supports customers from proof-of-concept through production, informs product roadmap, and works cross-functionally to improve adoption and retention.","['Support new customers from proof-of-concept through production to enable processing of production claims and eligibility checks', 'Collaborate with customers via dedicated Slack channels and be hyper-responsive to inquiries', 'Triage customer requests about product usage and payer responses (claims, remittances, eligibility)', 'Identify and document product gaps and relay well-documented issues to product and engineering', 'Contribute to external documentation and internal runbooks to enable self-service adoption', 'Use data to anticipate customer needs, track customer health, and improve retention']","['Subject matter expertise in revenue cycle management (eligibility, claims submission, claim status, ERA reconciliation)', 'Experience at an RCM company, clearinghouse, or managing RCM within a healthcare organization', 'Technical experience integrating and using APIs and familiarity with data formats/standards (JSON, X12, FHIR, HL7, flat files)', 'Exceptional organization and ability to manage many open threads simultaneously; hyper-responsive', 'Deep customer empathy and strong customer relationship skills', 'Product mindset with the ability to articulate product gaps to engineering and product teams', 'Resourceful, self-motivated, disciplined, and willing to put in necessary effort', 'Experience in customer-facing roles (e.g., customer success, technical support) and ability to move/respond quickly']",4,,The only API-first healthcare clearinghouse.,https://www.stedi.com/,8.0,,"Aligns with your customer-facing, product/ops + technical goals, but you lack required healthcare RCM, clearinghouse, and EDI/API (X12/FHIR) experience and you prefer to avoid healthcare.",
Gumloop,Growth Marketer,San Francisco Office,"Oct 23, 2025",https://jobs.ashbyhq.com/gumloop/1511dbb2-68b2-4f81-882d-944b231cefaf,"Gumloop, an early-stage San Francisco SaaS/PLG company, is hiring its first Growth Marketer to build the marketing function from scratch. This hands-on IC role reports to founders/GTM leads and focuses on experimentation, PLG loop optimization, campaigns, messaging, and analytics to drive activation, conversion, retention, and awareness.","['Own the full marketing stack including messaging, campaigns, analytics, and experimentation', 'Design and run funnel experiments to drive activation, expansion, and retention', 'Build and optimize product-led growth (PLG) loops across onboarding, pricing, and in-product nudges', 'Create, launch, and iterate paid and organic campaigns (search, social, podcasts, newsletters)', 'Develop and refine messaging and positioning for enterprise and individual users', 'Partner with Sales to produce high-converting content and sales enablement materials', 'Manage analytics, tracking, and reporting to enable data-driven decisions', 'Drive awareness via creative campaigns, partnerships, and community presence', 'Potentially oversee SDRs or growth-focused projects as the organization scales']","['3–6 years experience in growth or full-stack marketing for SaaS / PLG products', 'Proven track record driving measurable growth at PLG SaaS or dev-tool companies', 'Full-stack marketing skill set spanning strategy, execution, and analytics', 'Strong copywriting ability and attention to creative detail', 'Comfortable owning performance channels and attribution tools (e.g., GA, Looker, HubSpot)', 'Bias for action, experimentation, and rapid iteration', 'Experience marketing to technical audiences or builders and collaborating with engineers/designers', 'Willingness to work in-office in San Francisco']",4,3.0,Automate any workflow with AI.,https://www.gumloop.com/,8.0,,"Strong analytics, experimentation, and technical chops but lacks 3–6 years of proven SaaS PLG growth/marketing experience and direct campaign/copy track record.",
Profound,Growth Marketer,New York City,"Jul 24, 2025",https://jobs.ashbyhq.com/Profound/8a1d0f6b-cb79-4280-95e6-56b000ca1844,"Profound is an NYC-based Series B AI startup seeking a full-stack Growth Marketer (Enterprise) to design, run, and scale early growth experiments and build a top-of-funnel growth engine across paid, email, organic, events, and partnerships. This on-site role in Union Square is aimed at a builder who shapes strategy in a fast-moving startup environment.","['Identify, test, and scale growth levers across paid, email, organic, and other channels', 'Create and optimize landing pages, lead magnets, and nurture flows', 'Own top-of-funnel growth with focus on generating qualified pipeline', 'Plan, execute, and optimize webinars, workshops, and in-person/virtual events to drive engagement and pipeline', 'Manage and grow community and strategic partnerships including outreach, recruiting, onboarding, activation, and retention']","['Generalist with a builder’s mindset, comfortable with ambiguity and experimentation', 'Strong executor who combines creativity with analytical thinking', 'Passion for AI and its impact on discovery and decision-making', 'Collaborative, curious, and energized by fast-paced environments', 'Bonus: experience in B2B SaaS or early-stage startups', 'On-site work in Union Square (New York City)']",7,,Be more visible in AI Search.,https://www.tryprofound.com/,9.0,,"Good fit on analytics, experimentation, AI interest, event/community building and startup exposure aligning with growth work; weaker on explicit B2B SaaS paid/email execution, funnel tools, and on-site NYC experience.",
Profound,Chief of Staff,New York City,"Aug 19, 2025",https://jobs.ashbyhq.com/Profound/52e2ff7b-1cff-42ba-9604-448eeb58d3d4,"Profound is an NYC-based AI startup (Series B funded) that helps brands measure and improve their visibility in AI platforms. The Chief of Staff will act as a force multiplier for the CEO and leadership team, driving high-impact strategic initiatives, ensuring execution and alignment across teams, and owning ambiguous, cross-functional projects.","['Partner with CEO and leadership to prioritize, execute, and track high-impact strategic initiatives', 'Streamline decision-making, manage leadership cadences, and ensure follow-through on commitments', 'Operate cross-functionally with Product, Engineering, Growth, and Customer Success to close gaps and accelerate progress', 'Influence without formal authority to build trust and alignment across teams', 'Own special, high-priority projects (process launches, operational bottlenecks, growth experiments)', 'Serve as a thought partner by providing strategic input and surfacing insights to shape company direction']","['High-agency, hungry operator who takes ownership and thrives in ambiguity', 'Experience owning outcomes end-to-end (background as PM, founder, or early operator)', 'Ability to influence and drive alignment across teams without formal authority', 'Comfortable at both strategic and tactical levels; willing to do hands-on work', 'Resilient, resourceful, and bias toward action', 'On-site in Union Square (New York City)']",7,,Be more visible in AI Search.,https://www.tryprofound.com/,9.0,,"Good match — analytics, ops, founder/EIR and cross‑functional experience align; limited early-stage operator tenure and NYC on‑site/relocation risk.",
Profound,Operations Associate,New York City,"Oct 22, 2025",https://jobs.ashbyhq.com/Profound/2182bd69-27bd-424f-b297-fe87b2ea9f50,"Profound is an NYC-based Series B AI startup that helps brands measure and improve their visibility in AI platforms. The Operations Associate is an on-site generalist role responsible for keeping day-to-day operations running, supporting hiring and onboarding, managing vendor/finance tasks, coordinating events and office logistics, and partnering with leadership to build scalable processes.","['Manage day-to-day operations: logistics, expense tracking, scheduling, and organization', 'Support hiring and onboarding: coordinate with recruiters, schedule interviews, and onboard new hires', 'Assist with cross-company operations projects (investor updates, vendor management, new office setup)', 'Partner with leadership to improve internal processes and build scalable systems', 'Coordinate with accountants and vendors to ensure bills are paid and records are accurate', 'Plan company events, offsites, and track employee milestones', 'Handle special projects and ad-hoc tasks (supplies, facilities, IT issues, strategic initiatives)', 'Act as a low-ego problem solver taking ownership of varied tasks as needed']","['1–3 years experience in operations, investment banking, consulting, or a similarly fast-paced environment', 'Exceptionally organized, detail-oriented, and reliable', 'Strong verbal and written communication skills to keep people aligned', 'Ability to manage multiple projects and shifting priorities', 'High ownership mindset, low ego, and comfort working in ambiguity', 'Willingness to work on-site in the Union Square office']",6,1.0,Be more visible in AI Search.,https://www.tryprofound.com/,8.0,,"Solid cross‑functional ops and event/onboarding experience and fits generalist goals, but role is more administrative than strategic, on‑site NYC requirement, and limited dedicated ops tenure.",
Profound,AI Marketing Engineer,New York City,"Aug 26, 2025",https://jobs.ashbyhq.com/Profound/76985e91-fbdb-41a6-9181-d037a5a7a6a6,"Profound is an NYC-based AI startup (Series B backed) that helps brands measure and improve visibility in AI platforms. The AI Marketing Engineer will build marketing workflows and automation systems on Profound’s node-based platform, combine marketing expertise with technical skills, and work with enterprise customers to optimize AI visibility.","['Meet with customers to understand marketing challenges and workflow needs', 'Design and implement complex multi-step workflows using Profound’s node-based automation platform (similar to Zapier)', 'Craft prompts for large language models to automate content personalization, lead scoring, and data enrichment', 'Develop plug-and-play marketing automation templates to monitor brand visibility and competitive positioning across AI platforms', 'Collaborate with customers and internal teams to iterate on and refine automation solutions based on real-world usage', 'Evaluate and manage partnerships with third-party vendors to develop and maintain marketing tool integrations']","['2–4 years experience in marketing operations, content strategy, or growth marketing with hands-on experience building workflows or automation', 'Strong understanding of SEO, AEO, content marketing, and brand positioning', 'Experience with marketing automation tools such as HubSpot, Zapier, Marketo, or similar platforms', 'Detail-oriented and comfortable working with data and learning new technical tools', 'Able to work independently as a remote contractor while staying connected to a fast-moving team; optional access to Union Square office']",6,2.0,Be more visible in AI Search.,https://www.tryprofound.com/,8.0,,"Good technical and growth orientation and customer-facing experience, but lacks the 2–4 years of marketing-ops/SEO experience and direct HubSpot/Zapier/tooling background the role requires.",
Profound,Chief of Staff - Tech Team,New York City,"Oct 20, 2025",https://jobs.ashbyhq.com/Profound/b27b8b51-602f-4fd0-ba41-f597d140242b,"Profound is an NYC-based AI startup (Series B funded) that helps brands measure and improve their visibility in AI platforms. The Chief of Staff, Tech Team will partner closely with the cofounder/CTO to drive the engineering organization’s roadmap, operations, and high-impact projects, acting as a strategic partner and execution lead on-site in Union Square.","['Partner with the CTO to define and drive the technical roadmap, operational priorities, and team rituals', 'Lead special projects across engineering, infrastructure, and cross-functional initiatives', 'Build and manage systems for clear planning, communication, and execution within the tech organization', 'Act as a force multiplier: frame decisions, unblock progress, and ensure follow-through', 'Serve as an internal hub between engineering, product, design, and external stakeholders']","['Background in software engineering, product management, data science, or product design (experience in technical organizations)', 'Sharp communicator with structured thinking, clarity, and speed', 'Operational excellence and ability to create trusted systems adopted by teams', 'Comfortable with ambiguity and fast-changing environments; bias toward action', 'Trusted partner capable of holding context, spotting blind spots, and supporting a technical leader', 'On-site presence in the Union Square (NYC) office']",6,,Be more visible in AI Search.,https://www.tryprofound.com/,8.0,,"Strong match on CoS goals, analytics, ops, and technical coursework; limited hands-on software/product engineering experience, senior technical-org exposure, and unclear NYC on-site availability.",
Profound,GTM Operations & Analytics,New York City,"Nov 4, 2025",https://jobs.ashbyhq.com/Profound/3dac5de6-fa35-451f-885a-d564c28be42c,"Profound is an NYC-based AI startup building products to measure and improve brand visibility across AI platforms. The GTM Operations & Analytics role owns GTM systems, reporting, and insights to support Sales, Marketing, and Finance, driving efficient, data-driven go-to-market execution.","['Own GTM business metrics reporting (sales productivity, rep attainment, market analysis) to inform decisions', 'Model and manage sales incentive and compensation planning; ensure accurate and timely rep payments', 'Prioritize and optimize lead flow and routing', 'Perform segmentation and territory analysis to focus on strategic accounts', 'Partner with leadership to forecast pipeline, revenue, and productivity with accountability', 'Design and maintain dashboards and analytics frameworks for Sales and Marketing', 'Identify and implement process and tooling improvements across the GTM tech stack (CRM, reporting, lead routing, attribution)', 'Collaborate cross-functionally with Finance, Product, and Marketing Ops on targets, coverage models, and reporting definitions', 'Translate data into clear insights and recommendations to improve sales efficiency and GTM strategy']","['2–4 years experience in GTM, Revenue, or Sales Operations with strong analytical and modeling skills', 'Proven experience with CRM and reporting tools (e.g., Salesforce, HubSpot, Looker, Tableau or equivalent)', 'Deep understanding of sales compensation, pipeline analytics, and territory design', 'Highly analytical; able to dig into data, find patterns, and surface opportunities', 'Ability to translate data into insights that influence leadership decision-making', 'Excellent communicator and collaborator across Sales, Marketing, and Finance', 'Preferred: experience at fast-growing early-stage SaaS or AI companies', 'Preferred: exposure to SQL or advanced data visualization tools']",6,2.0,Be more visible in AI Search.,https://www.tryprofound.com/,9.0,,"Strong analytics, AI/data background and interest in GTM, but lacks direct Sales/Revenue Ops experience (CRM, comp modeling, territory design) the role prefers.",
Profound,AI Strategist,New York City,"Jul 24, 2025",https://jobs.ashbyhq.com/Profound/d98681c2-f665-428d-adca-b4624e7e48ef,"AI Strategist role at Profound, an NYC-based AI startup that helps brands measure and improve visibility in AI platforms (e.g., ChatGPT). The role partners with Fortune 500 clients to guide AI discovery, lead original LLM research, create industry playbooks, influence product direction, and work on-site in Profound's Union Square office. Base salary range listed at $140,000–$190,000 plus equity and benefits.","['Partner with Fortune 500 brands as a strategic guide through the AI discovery landscape', 'Lead original research on LLM behavior, prompt patterns, and visibility mechanics', 'Develop vertical-specific playbooks and best practices', 'Translate customer edge cases into product features', 'Conduct competitive intelligence and gap analysis across AI search platforms', 'Build measurement frameworks for new AI visibility metrics', 'Bridge technical complexity and strategic clarity in client interactions', 'Work in-person with the team at the Union Square office']","['8+ years shaping search strategy, content architecture, or growth systems at scale', 'Deep fluency in the evolution of search (e.g., PageRank to RAG)', 'Proven track record of early, accurate judgments about industry shifts', 'Ability to see patterns in complexity and structure insights from noisy data', 'Experience translating technical concepts into strategic advantage', 'Comfort operating at the intersection of product, engineering, and customer success', 'Willingness to work on-site in the Union Square, NYC office']",0,8.0,Be more visible in AI Search.,https://www.tryprofound.com/,8.0,,Seniority,
